len	flg	text
13	0	倦怠感、嘔吐、発熱が発現。
13	0	幻覚、妄想の転帰は、軽快。
13	0	抗ウイルス薬点滴治療開始。
13	0	左眼眼底に異常はなかった。
13	0	左半身痙攣の転帰は、回復。
13	0	心電図検査は異常所見なし。
13	0	生理食塩水で静脈点滴開始。
13	0	併用薬は提供されなかった。
13	0	併用薬は報告されていない。
13	0	併用薬は報告されなかった。
13	0	補液、抗血小板薬治療実施。
13	0	本事象の転帰は回復である。
12	0	胸部 X 線は異常なし。
12	0	アセトアミノフェン投与。
12	0	プラバスタチン投与中止。
12	0	プレドニン 25 mg。
12	0	レミエール症候群は陰性。
12	0	市販の解熱鎮痛薬を内服。
12	0	症状の回復が認められた。
12	0	症状の回復を認め、退院。
12	0	心房細動の転帰は、軽快。
12	0	帯状疱疹の転帰は、回復。
12	0	帯状疱疹の転帰は、軽快。
12	0	内服薬は希望せず、帰宅。
12	0	肉眼的血尿は徐々に回復。
12	0	年明け、体重変わりなし。
11	0	アシクロビル投与開始。
11	0	カテーテル治療を施行。
11	0	解熱剤を 1 回服用。
11	0	血算、凝固系検査実施。
11	0	腫瘍の兆候はなかった。
11	0	心筋炎の転帰は、回復。
11	0	心筋炎の転帰は、軽快。
11	0	心筋梗塞は否定された。
11	0	心臓超音波検査を実施。
11	0	神経学的異常は認めず。
11	0	病的神経反射は認めず。
10	0	局所壁運動異常なし。
10	0	ステロイド点滴実施。
10	0	フィラジルを打った。
10	0	プレドニン漸減開始。
10	0	抗血小板薬投与開始。
10	0	症状の回復を認めた。
10	0	症状の改善を認めた。
10	0	症状の軽快を認めた。
10	0	心膜の炎症所見なし。
10	0	精査するも原因不明。
10	0	特記すべき所見なし。
10	0	発熱は認めなかった。
10	0	明らかな肺雑音なし。
10	0	利尿剤を経静脈投与。
9	0	眼底には異常なし。
9	0	2-3 日で回復。
9	0	改善傾向を認めた。
9	0	抗生剤治療を実施。
9	0	塞栓性脳梗塞なし。
9	0	市販の解熱剤内服。
9	0	追跡調査予定あり。
9	0	追跡調査予定なし。
9	0	点滴静脈注射施行。
9	0	破砕赤血球認めず。
9	0	貧血・ 黄疸なし。
9	0	夜のみ感冒薬服用。
8	0	コロナ検査陰性。
8	0	プレドニン開始。
8	0	プレドニン継続。
8	0	レントゲン実施。
8	0	ロキソニン服用。
8	0	以後、経過観察。
8	0	拡張機能は正常。
8	0	血液検査を実施。
8	0	検尿異常歴なし。
8	0	薬物療法を実施。
7	0	下腿浮腫なし。
7	0	ヘパリン開始。
7	0	回復を認めた。
7	0	気分不良なし。
7	0	血圧低下なし。
7	0	口唇腫脹なし。
7	0	上肢筋力正常。
7	0	心室壁厚正常。
7	0	内服処方なし。
6	0	既往歴なし。
6	0	自然に解熱。
6	0	上肢は正常。
6	0	転帰は回復。
6	0	転帰は軽快。
6	0	皮疹が軽快。
6	0	皮疹は改善。
5	0	異常なし。
5	0	意識清明。
5	0	顔色回復。
5	0	症状なし。
4	0	心音整。
4	0	透析中。
3	0	正常。
3	0	陰性。
